Last Disposition Date (date of issuance of vacate),Last Disposition Year,House Number,Street Name,Borough Name,ZIP Code,Block,Lot,Complaint  Category Description,Last Disposition Code Description
11/29/2012,2012,36,ELDRIDGE STREET,Manhattan,10002,300,1,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
11/29/2012,2012,88-22,184 STREET,Queens,11423,9930,43,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/30/2012,2012,2730,STILLWELL AVENUE,Brooklyn,11224,6997,81,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
11/30/2012,2012,790,RICHMOND TERRACE,Staten Island,10301,70,32,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
12/2/2012,2012,1033,WEBSTER AVENUE,Bronx,10456,2425,35,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
12/3/2012,2012,21,ALLEN STREET,Manhattan,10002,300,27,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
12/3/2012,2012,19,ALLEN STREET,Manhattan,10002,300,28,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
12/3/2012,2012,1040,CLAY AVENUE,Bronx,10456,2425,2,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
12/3/2012,2012,60-02,56 ROAD,Queens,11378,2704,53,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/3/2012,2012,102-11,135 STREET,Queens,11419,9503,65,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/3/2012,2012,94-58,221 STREET,Queens,11428,10725,78,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/3/2012,2012,94-36,221 STREET,Queens,11428,10726,40,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/4/2012,2012,16-80,GEORGE STREET,Queens,11385,3552,53,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
12/4/2012,2012,43,VAN DUZER STREET,Staten Island,10301,498,30,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/5/2012,2012,1370,EAST 105 STREET,Brooklyn,11236,8288,64,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
12/5/2012,2012,137-15,160 STREET,Queens,11434,12308,38,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/6/2012,2012,89,STOCKTON STREET,Brooklyn,11206,1743,81,ILLEGAL HOTEL ROOMS IN RESIDENTIAL BUILDINGS,PARTIAL VACATE ORDER ISSUED                                              P
12/6/2012,2012,109-27,194 STREET,Queens,11412,10930,71,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/10/2012,2012,18,HINSDALE STREET,Brooklyn,11207,3681,33,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/11/2012,2012,133-11,222 STREET,Queens,11413,12961,29,PERMIT - NONE (BUILDING/ PA/ DEMO ETC.),PARTIAL VACATE ORDER ISSUED                                              P
12/11/2012,2012,320,BEACH   59 STREET,Queens,11692,15895,50,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
12/12/2012,2012,1176,GREENE AVENUE,Brooklyn,11221,3296,20,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
12/13/2012,2012,201,  60 STREET,Brooklyn,11220,861,1,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
12/13/2012,2012,68-21,MANSE STREET,Queens,11375,3195,55,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
12/17/2012,2012,1738GAR,PRESIDENT STREET,Brooklyn,11213,1409,32,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/17/2012,2012,1740GAR,PRESIDENT STREET,Brooklyn,11213,1409,33,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/17/2012,2012,93,STOCKTON STREET,Brooklyn,11206,1743,79,CERTIFICATE OF OCCUPANCY - NONE/ILLEGAL/CONTRARY TO CO,PARTIAL VACATE ORDER ISSUED                                              P
12/18/2012,2012,244,59 STREET,Brooklyn,11220,861,23,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
12/19/2012,2012,896GAR,BELMONT AVENUE,Brooklyn,11208,4246,18,WALL/RETAINING WALL - BULGING/CRACKED,FULL VACATE ORDER ISSUED                                                 F
12/19/2012,2012,143-02,LAKEWOOD AVENUE,Queens,11435,11931,1,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/20/2012,2012,115-32,BEDELL STREET,Queens,11434,12199,22,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/20/2012,2012,146-18,HUXLEY STREET,Queens,11422,13541,42,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/21/2012,2012,99,STOCKTON STREET,Brooklyn,11206,1743,76,CERTIFICATE OF OCCUPANCY - NONE/ILLEGAL/CONTRARY TO CO,PARTIAL VACATE ORDER ISSUED                                              P
12/21/2012,2012,96-10,41 AVENUE,Queens,11368,1611,114,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/24/2012,2012,1209,BROADWAY,Brooklyn,11221,3273,4,FAILURE TO MAINTAIN,FULL VACATE ORDER ISSUED                                                 F
12/24/2012,2012,109-37,118 STREET,Queens,11420,11599,48,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/25/2012,2012,861,EAST 217 STREET,Bronx,10467,4676,9,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
12/27/2012,2012,646,ROGERS AVENUE,Brooklyn,11226,5056,52,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/27/2012,2012,90-29, 212 PLACE,Queens,11428,10645,51,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/31/2012,2012,31-26, 102 STREET,Queens,11369,1687,19,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/3/2013,2013,3021,TIEMANN AVENUE,Bronx,10469,4768,21,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/3/2013,2013,405,MOTHER GASTON BOULEVARD,Brooklyn,11212,3726,3,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/4/2013,2013,2202,STRANG AVENUE,Bronx,10466,4963,39,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/6/2013,2013,97-01,38 AVENUE,Queens,11368,1760,37,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/9/2013,2013,137-46,BEDELL STREET,Queens,11413,13021,52,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/11/2013,2013,137-11, 160 STREET,Queens,11434,12308,41,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/14/2013,2013,200,EAST 112 STREET,Manhattan,10029,1661,46,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
1/14/2013,2013,672,DECATUR STREET,Brooklyn,11233,1506,18,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
1/15/2013,2013,137-46,BEDELL STREET,Queens,11413,13021,52,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/18/2013,2013,1228,COLGATE AVENUE,Bronx,10472,3770,49,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/18/2013,2013,307,CLINTON AVENUE,Brooklyn,11205,1930,13,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/22/2013,2013,111-15,  34 AVENUE,Queens,11368,1726,29,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/22/2013,2013,52,MONROE AVENUE,Staten Island,10301,18,137,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
1/23/2013,2013,72-09,31 AVENUE,Queens,11370,1121,40,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/23/2013,2013,100,ROE STREET,Staten Island,10310,222,66,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/24/2013,2013,959,CRESCENT STREET,Brooklyn,11208,4548,1,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/24/2013,2013,24-36,  92 STREET,Queens,11369,1102,22,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/24/2013,2013,37-45,94 STREET,Queens,11372,1482,56,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/28/2013,2013,731,  57 STREET,Brooklyn,11220,842,67,UNLICENSED/ILLEGAL/IMPROPER ELECTRICAL WORK IN PROGRESS,PARTIAL VACATE ORDER ISSUED                                              P
1/29/2013,2013,604,HENDRIX STREET,Brooklyn,11207,4074,25,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/29/2013,2013,89-06,172 STREET,Queens,11432,9807,91,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,FULL VACATE ORDER ISSUED                                                 F
1/30/2013,2013,168-17,89 AVENUE,Queens,11432,9819,29,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
1/31/2013,2013,147-43,SANFORD AVENUE,Queens,11355,5053,6,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/2/2013,2013,442,WEST 164 STREET,Manhattan,10032,2110,74,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/4/2013,2013,86-43, 126 STREET,Queens,11418,9280,43,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/7/2013,2013,93-15,240 STREET,Queens,11426,8003,273,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/10/2013,2013,244,NEWMAN AVENUE,Bronx,10473,3457,28,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
2/10/2013,2013,44-06,UTOPIA PARKWAY,Queens,11358,5511,75,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/10/2013,2013,42-19, 214 PLACE,Queens,11361,6299,11,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
2/11/2013,2013,99-01,162 AVENUE,Queens,11414,14228,731,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/14/2013,2013,347,RIDGEWOOD AVENUE,Brooklyn,11208,4115,52,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
